id_cliente,nombre,apellido,email,telefono,direccion,ciudad,pais,fecha_registro,segmento,id_producto,categoria,precio,costo,stock,proveedor,fecha_ingreso,activo,rating,id_venta,fecha,cantidad,precio_unitario,descuento,impuestos,metodo_pago,vendedor,total
674.0,Antonia,Gutiérrez,espadaleandra@example.org,+34 973 677 205,"Callejón Mauricio Albero 77, La Coruña, 31211",Lugo,Etiopía,2023-11-05,Premium,,,,,,,,,0.0,,,,,,,,,
675.0,Fito,Aguado,barrioema@example.com,+34947 474 120,"Glorieta Jose Angel Colomer 13 Apt. 90 , Girona, 07258",Castellón,Bulgaria,2023-05-07,Básico,,,,,,,,,0.0,,,,,,,,,
676.0,Evelia,Cadenas,leandrapascual@example.org,+34 845 291 457,"Glorieta Gilberto Valdés 40 Piso 8 , Huelva, 23099",Granada,Filipinas,2023-04-30,Premium,,,,,,,,,0.0,,,,,,,,,
677.0,Ignacia,Escudero,cheyanez@example.com,+34827976774,"Alameda de Bernardino Rosado 31, Huelva, 26083",Zamora,Myanmar,2025-05-17,Básico,,,,,,,,,0.0,,,,,,,,,
678.0,Ofelia,Solís,dpalacio@example.com,+34976549655,"Plaza Nilo Vendrell 38 Apt. 49 , Las Palmas, 03201",Murcia,Islandia,2023-06-28,Standard,,,,,,,,,0.0,,,,,,,,,
679.0,Raquel,Escudero,aluque@example.net,+34 941 84 83 58,"Plaza Santos Tomé 3, Girona, 05049",Las Palmas,Noruega,2024-05-22,Básico,,,,,,,,,0.0,,,,,,,,,
680.0,Belén,Rosado,jaime69@example.com,+34 924 58 40 35,"Vial de Tristán Mora 34 Apt. 82 , Castellón, 22285",Ceuta,República de Corea,2025-06-12,Premium,,,,,,,,,0.0,,,,,,,,,
681.0,Armando,Franch,jose-maria17@example.org,+34 925 431 340,"C. José Ángel Suarez 889 Puerta 9 , Valencia, 46061",Asturias,Papua Nueva Guinea,2023-11-08,Básico,,,,,,,,,0.0,,,,,,,,,
682.0,Luis,Asenjo,madrigalnestor@example.com,+34 877 06 34 04,"Glorieta Domitila Marin 2 Piso 8 , Vizcaya, 43647",Melilla,Liberia,2023-10-12,Standard,,,,,,,,,0.0,,,,,,,,,
683.0,Chelo,Amaya,ignaciovillaverde@example.net,+34948035831,"Callejón Miguel Jordán 29, Huesca, 05769",Córdoba,Somalia,2024-05-29,Standard,,,,,,,,,0.0,,,,,,,,,
684.0,Pía,Salvà,qcarro@example.com,+34923 66 53 45,"Vial de Vasco Lladó 557 Piso 5 , Huesca, 05132",Zamora,Suecia,2023-04-05,Standard,,,,,,,,,0.0,,,,,,,,,
685.0,Flora,Piquer,rbarba@example.net,+34880 26 95 88,"C. Remedios Cabeza 18, Salamanca, 08744",Toledo,República de Macedonia del Norte,2024-11-10,Premium,,,,,,,,,0.0,,,,,,,,,
686.0,Dionisia,Pedrero,madrigallara@example.org,+34 980322306,"Alameda de Cebrián Estrada 618 Puerta 7 , Tarragona, 16918",La Coruña,China,2025-06-05,Básico,,,,,,,,,0.0,,,,,,,,,
687.0,Marino,Toledo,maria-teresafortuny@example.com,+34920 822 777,"Camino Heraclio Pardo 99, Jaén, 15063",Almería,Sudáfrica,2024-05-14,Premium,,,,,,,,,0.0,,,,,,,,,
688.0,Saturnina,Gomis,balcolea@example.org,+34 947 83 78 38,"Cañada Manuelita Paz 605, Palencia, 34934",Huelva,Maldivas,2023-06-07,Premium,,,,,,,,,0.0,,,,,,,,,
689.0,Valeria,Pina,matiasdavila@example.org,+34 876 613 382,"Camino de Clemente Gárate 307, Murcia, 19972",Castellón,Afganistán,2024-02-15,Premium,,,,,,,,,0.0,,,,,,,,,
690.0,Inmaculada,Torrijos,albino33@example.com,+34814081252,"Camino Lalo Maestre 381, La Rioja, 19431",Toledo,Estonia,2023-07-06,Básico,,,,,,,,,0.0,,,,,,,,,
691.0,Anacleto,Jódar,torrecillanadia@example.org,+34726 041 739,"Pasaje de Nieves Mayol 98, León, 49837",Toledo,Hungría,2025-05-15,Premium,,,,,,,,,0.0,,,,,,,,,
692.0,Cristina,Gutierrez,corneliojodar@example.org,+34971 831 756,"Urbanización de María Jesús Tejera 22, Pontevedra, 25348",Burgos,Ecuador,2023-10-20,Básico,,,,,,,,,0.0,,,,,,,,,
693.0,Morena,Portillo,aurelioespana@example.net,+34 826 710 190,"Cuesta Lorenzo Guitart 71, Navarra, 19945",Ávila,Noruega,2024-01-19,Standard,,,,,,,,,0.0,,,,,,,,,
694.0,Ciríaco,Pintor,eduardopalomino@example.com,+34 881 184 711,"Urbanización de Cándida Cruz 16 Puerta 4 , Segovia, 49238",Segovia,Paraguay,2023-09-02,Básico,,,,,,,,,0.0,,,,,,,,,
695.0,Benigna,Bayona,augustoarnau@example.net,+34 847 87 23 77,"Acceso de Vasco Mateos 287, Lleida, 28165",León,Sri Lanka,2025-06-27,Básico,,,,,,,,,0.0,,,,,,,,,
696.0,Juan José,Espinosa,rjulia@example.com,+34 845249442,"Plaza de Encarna Martínez 9 Apt. 17 , Córdoba, 13852",Castellón,Kuwait,2024-03-15,Premium,,,,,,,,,0.0,,,,,,,,,
697.0,Abigaíl,Infante,corona48@example.org,+34719 01 70 39,"Cañada de Teresita Saavedra 14, Soria, 24109",Málaga,Qatar,2024-11-16,Standard,,,,,,,,,0.0,,,,,,,,,
698.0,Yago,Lucas,aparicioomar@example.net,+34 916 135 135,"Pasaje de Fabiana Pou 33 Piso 5 , Tarragona, 11723",Vizcaya,Etiopía,2025-01-29,Básico,,,,,,,,,0.0,,,,,,,,,
699.0,Chus,Cabrera,alondra07@example.org,+34974 224 660,"Cuesta de Dalila Exposito 53 Puerta 1 , Valladolid, 15573",Ourense,Myanmar,2025-07-13,Básico,,,,,,,,,0.0,,,,,,,,,
700.0,Regina,Rosado,victorinovillaverde@example.org,+34827 65 56 08,"Calle Manu Urrutia 6 Puerta 7 , Huesca, 30308",Asturias,Malta,2024-12-04,Premium,,,,,,,,,0.0,,,,,,,,,
701.0,Arcelia,Cifuentes,joanibarra@example.com,+34 988829840,"Avenida de Ciríaco Madrigal 37 Apt. 94 , Lleida, 24036",Tarragona,Comoras,2024-10-05,Standard,,,,,,,,,0.0,,,,,,,,,
702.0,Marc,Cobo,figueroainigo@example.com,+34918126529,"Vial Julio César Aparicio 59 Apt. 69 , Ourense, 05320",Huesca,Reino Unido de Gran Bretaña e Irlanda del Norte,2024-05-18,Premium,,,,,,,,,0.0,,,,,,,,,
703.0,Jovita,Jódar,juan-manuel79@example.net,+34979 586 071,"Calle de Milagros Cerdá 4 Piso 6 , Madrid, 07303",Sevilla,Kirguistán,2025-09-27,Premium,,,,,,,,,0.0,,,,,,,,,
704.0,Javi,Contreras,telmochacon@example.net,+34 848 340 468,"Ronda de Carmina Cerdá 66 Piso 1 , Jaén, 01662",Zaragoza,Nueva Zelandia,2022-11-05,Premium,,,,,,,,,0.0,,,,,,,,,
705.0,Francisca,Sabater,aguzman@example.org,+34826 89 79 69,"Rambla Noa Olmedo 654, Toledo, 09841",Álava,Venezuela,2024-03-14,Premium,,,,,,,,,0.0,,,,,,,,,
706.0,Leyre,Jover,ricarda20@example.net,+34868867096,"Rambla de Graciano Arribas 1, Guadalajara, 06062",Barcelona,Guinea Ecuatorial,2024-01-17,Básico,,,,,,,,,0.0,,,,,,,,,
707.0,Sebastian,Lucena,juan-carlos44@example.com,+34824 642 047,"Acceso de Olalla Palomares 53 Apt. 64 , Málaga, 44101",Melilla,Chipre,2023-11-16,Standard,,,,,,,,,0.0,,,,,,,,,
708.0,Saturnina,Pla,ximena08@example.net,+34 876 538 792,"Glorieta de Florencia Lucas 84, Lleida, 23127",Madrid,Djibouti,2024-08-16,Standard,,,,,,,,,0.0,,,,,,,,,
709.0,Adelina,Ribes,ufuentes@example.com,+34 984632832,"Via de Candelaria Heras 99 Apt. 03 , Zaragoza, 21572",Burgos,Haití,2024-10-10,Premium,,,,,,,,,0.0,,,,,,,,,
710.0,Fortunata,Borrás,antonio69@example.net,+34 963227839,"Callejón Abigaíl Bonilla 19 Piso 6 , Melilla, 48599",Albacete,Países Bajos,2023-01-11,Premium,,,,,,,,,0.0,,,,,,,,,
711.0,Esperanza,Lluch,ybernal@example.org,+34 872 736 692,"Acceso Fabiola Castellanos 15, Melilla, 02484",Teruel,Eslovenia,2025-08-03,Básico,,,,,,,,,0.0,,,,,,,,,
712.0,Pacífica,Barral,dulcesalmeron@example.org,+34 976 15 25 30,"Paseo de Olimpia Cózar 9 Apt. 78 , Teruel, 12021",Soria,Canadá,2023-04-17,Premium,,,,,,,,,0.0,,,,,,,,,
713.0,Estela,Prada,sasensio@example.net,+34 923812338,"Acceso de Julieta Carrión 6, Alicante, 31116",Ávila,Bahrein,2025-02-10,Premium,,,,,,,,,0.0,,,,,,,,,
714.0,Yaiza,Costa,graciana86@example.org,+34 884 334 414,"Vial Alfredo Méndez 12, Huelva, 51598",Soria,Mongolia,2025-06-12,Básico,,,,,,,,,0.0,,,,,,,,,
715.0,Herminio,Alberto,maura37@example.com,+34823540426,"Cañada de Reyes Barranco 309, Guipúzcoa, 14271",Vizcaya,Montenegro,2023-06-22,Standard,,,,,,,,,0.0,,,,,,,,,
716.0,Martin,Verdejo,dalilario@example.org,+34 857647473,"Camino Abraham Blazquez 3 Piso 9 , Valladolid, 35864",Badajoz,República de Moldova,2022-11-26,Standard,,,,,,,,,0.0,,,,,,,,,
717.0,Raimundo,Navarro,wgutierrez@example.net,+34924 495 150,"Calle Cecilio Villalobos 77 Puerta 4 , Jaén, 18262",Alicante,Djibouti,2025-09-14,Premium,,,,,,,,,0.0,,,,,,,,,
718.0,Carmelo,Cabrera,isidora28@example.com,+34943849267,"Via Lucio Berenguer 963 Apt. 05 , Salamanca, 50379",Ceuta,Camboya,2025-05-07,Standard,,,,,,,,,0.0,,,,,,,,,
719.0,Zoraida,Cañete,nyanez@example.com,+34 930 10 47 70,"Avenida de Rubén Guardiola 5, Teruel, 23811",Barcelona,Emiratos Árabes Unidos,2025-02-07,Standard,,,,,,,,,0.0,,,,,,,,,
720.0,Juanita,Gibert,brigidasaez@example.net,+34847 858 798,"Paseo Victor Manuel Silva 336 Piso 7 , Jaén, 31131",Jaén,Estados Unidos de América,2023-12-16,Standard,,,,,,,,,0.0,,,,,,,,,
721.0,Demetrio,Pinto,gacosta@example.org,+34 803888411,"Rambla de Sabina Cases 47, Alicante, 17174",Albacete,Colombia,2023-08-10,Básico,,,,,,,,,0.0,,,,,,,,,
722.0,Marcela,Martí,nplaza@example.org,+34 973578085,"Camino Aureliano Carlos 53 Puerta 9 , Palencia, 35571",Ciudad,Malawi,2025-04-21,Standard,,,,,,,,,0.0,,,,,,,,,
723.0,Florinda,Aranda,qcaro@example.net,+34927 05 42 09,"Calle Pastora Valenzuela 90 Piso 3 , Melilla, 20059",Navarra,Etiopía,2023-10-01,Premium,,,,,,,,,0.0,,,,,,,,,
724.0,Mariano,Arévalo,gabrielmoliner@example.com,+34982 141 471,"Pasaje Ágata Juárez 73, Burgos, 23908",Asturias,Angola,2022-12-12,Premium,,,,,,,,,0.0,,,,,,,,,
725.0,Sara,Álamo,usales@example.net,+34 885125772,"Avenida Nilo Izaguirre 78 Piso 9 , Lleida, 06091",Soria,Brasil,2025-09-12,Básico,,,,,,,,,0.0,,,,,,,,,
726.0,Faustino,Arévalo,anabel50@example.org,+34 825507551,"Calle Tecla Villaverde 41 Apt. 09 , Salamanca, 21883",Segovia,Turkmenistán,2024-11-19,Premium,,,,,,,,,0.0,,,,,,,,,
727.0,Felipa,Valentín,juanagomez@example.com,+34 971 26 15 53,"Callejón Zaida Quintero 10, Ourense, 16397",Las Palmas,Grecia,2025-06-28,Básico,,,,,,,,,0.0,,,,,,,,,
728.0,Fernando,Gómez,luna12@example.net,+34 807 207 437,"Calle Heriberto Cuadrado 30 Puerta 1 , Huelva, 42816",Vizcaya,Honduras,2025-05-09,Premium,,,,,,,,,0.0,,,,,,,,,
729.0,Dulce,Guzman,kmorera@example.org,+34 949 614 511,"Avenida Eliana Águila 73, Badajoz, 03083",Cádiz,Côte d'Ivoire,2024-12-12,Premium,,,,,,,,,0.0,,,,,,,,,
730.0,Jenny,Alcántara,pcastellanos@example.com,+34 739 242 339,"Calle de Lidia Manso 599 Piso 8 , Pontevedra, 39579",Valencia,Estonia,2024-10-20,Premium,,,,,,,,,0.0,,,,,,,,,
731.0,Amor,Iniesta,lberenguer@example.org,+34 917114622,"Rambla Juan Francisco Osorio 95 Piso 1 , Guipúzcoa, 08214",Jaén,República Democrática Popular Lao,2025-03-26,Standard,,,,,,,,,0.0,,,,,,,,,
732.0,Maricela,Reina,donatoarranz@example.net,+34 876699876,"Alameda de Alba Cerdán 95 Apt. 10 , Melilla, 46485",Teruel,Camboya,2024-11-08,Básico,,,,,,,,,0.0,,,,,,,,,
733.0,Marc,Blanco,ismaelexposito@example.net,+34 927 029 150,"Pasadizo de Mariana Ricart 376 Piso 3 , Tarragona, 39979",Madrid,Nueva Zelandia,2025-03-27,Premium,,,,,,,,,0.0,,,,,,,,,
734.0,Juana,Quintana,grasfaustino@example.org,+34935 447 565,"Paseo de Celestina Barral 25 Piso 5 , Soria, 35945",Zamora,India,2023-08-03,Premium,,,,,,,,,0.0,,,,,,,,,
735.0,Ismael,Cabrero,jesusa61@example.org,+34 830595053,"Acceso de Celia Tamayo 201, Sevilla, 24685",Ávila,Saint Kitts y Nevis,2023-03-13,Premium,,,,,,,,,0.0,,,,,,,,,
736.0,Salvador,Flor,fatimamoles@example.net,+34 887 655 633,"Ronda de Benita Merino 11 Piso 1 , Girona, 50433",Castellón,República Árabe Siria,2023-02-28,Básico,,,,,,,,,0.0,,,,,,,,,
737.0,Irene,Orozco,serranotecla@example.net,+34884776439,"C. de Cristian Cepeda 9 Puerta 1 , Madrid, 36520",Vizcaya,República Democrática del Congo,2024-01-14,Standard,,,,,,,,,0.0,,,,,,,,,
738.0,Rufina,Cortés,rmontesinos@example.com,+34 886 114 656,"Plaza de Severo Lledó 88, Melilla, 17198",Pontevedra,Indonesia,2025-02-07,Básico,,,,,,,,,0.0,,,,,,,,,
739.0,Juanito,Puga,alma96@example.net,+34901 144 165,"Avenida de Nicanor Lopez 559, Cádiz, 42114",Valencia,Suriname,2024-04-30,Básico,,,,,,,,,0.0,,,,,,,,,
740.0,Rita,Blasco,florentinomoliner@example.org,+34849715504,"Ronda Jeremías Carpio 6 Puerta 5 , Baleares, 01037",Madrid,Ecuador,2025-03-17,Standard,,,,,,,,,0.0,,,,,,,,,
741.0,Carmela,Rebollo,kmendizabal@example.com,+34 883 408 200,"Plaza Manu Estevez 57, Granada, 30959",Baleares,Benin,2023-09-02,Standard,,,,,,,,,0.0,,,,,,,,,
742.0,Mohamed,Herranz,dcamps@example.org,+34 826 369 859,"Plaza de Araceli Sanz 88 Puerta 4 , Salamanca, 03912",Barcelona,Canadá,2023-04-17,Premium,,,,,,,,,0.0,,,,,,,,,
743.0,Victoria,Seco,lisandrotejedor@example.com,+34 925 23 64 18,"Plaza Dionisia Paniagua 617, Guipúzcoa, 25304",Guipúzcoa,Panamá,2023-04-04,Básico,,,,,,,,,0.0,,,,,,,,,
744.0,Estrella,Ocaña,ligia76@example.com,+34 740 025 397,"Via de Celestina Parejo 7, Tarragona, 16949",La Rioja,Angola,2023-10-28,Básico,,,,,,,,,0.0,,,,,,,,,
745.0,Benigna,Ribera,felix83@example.net,+34 968031874,"Via Marta Garzón 64, Almería, 49113",Vizcaya,Finlandia,2025-04-01,Standard,,,,,,,,,0.0,,,,,,,,,
746.0,Rodrigo,Neira,arturo00@example.com,+34942 94 83 46,"Rambla de Jonatan Carbó 6 Apt. 92 , Salamanca, 03981",León,Belarús,2025-09-28,Premium,,,,,,,,,0.0,,,,,,,,,
747.0,Matías,Arenas,lorenzavarela@example.org,+34976 34 59 36,"Glorieta Gustavo Farré 21 Apt. 43 , Lugo, 35958",Guadalajara,Palau,2025-09-30,Premium,,,,,,,,,0.0,,,,,,,,,
748.0,Jorge,Alcaraz,edelmiro08@example.org,+34 736 83 15 15,"Vial Dimas Mínguez 167, Badajoz, 40240",Lugo,Senegal,2025-03-01,Standard,,,,,,,,,0.0,,,,,,,,,
749.0,Rocío,Torrens,corneliosolsona@example.net,+34738 37 93 63,"Pasaje Candela Barrios 3 Apt. 64 , Málaga, 02817",Cádiz,Burundi,2025-09-11,Premium,,,,,,,,,0.0,,,,,,,,,
750.0,Ezequiel,Canet,zmarin@example.net,+34 968 46 27 73,"Callejón de Rosalva Agustí 88 Puerta 2 , Las Palmas, 10441",Málaga,Nueva Zelandia,2024-11-09,Premium,,,,,,,,,0.0,,,,,,,,,
751.0,Claudio,Lopez,eutimio94@example.net,+34888635533,"Alameda de Cándido Herranz 54 Puerta 1 , Las Palmas, 04014",Navarra,Malawi,2023-07-28,Premium,,,,,,,,,0.0,,,,,,,,,
752.0,Gregorio,Mendizábal,benitopallares@example.com,+34 847 475 752,"Urbanización Julieta Nogueira 7 Piso 0 , Valencia, 42700",Melilla,República Centroafricana,2025-09-20,Básico,,,,,,,,,0.0,,,,,,,,,
753.0,Anita,Cabo,balduino21@example.net,+34 981 02 76 42,"Pasaje Mateo Tomé 89, Melilla, 44345",Cádiz,Emiratos Árabes Unidos,2024-09-16,Standard,,,,,,,,,0.0,,,,,,,,,
754.0,Anselma,Novoa,juan-bautista38@example.com,+34810 25 38 20,"Vial de Manu Valdés 39, La Rioja, 25433",Ceuta,Turkmenistán,2024-04-05,Premium,,,,,,,,,0.0,,,,,,,,,
755.0,Inés,Benet,hbello@example.org,+34 972345743,"Acceso de Eva Lopez 72, Cantabria, 38490",Teruel,El Salvador,2025-01-01,Standard,,,,,,,,,0.0,,,,,,,,,
756.0,Abraham,Arribas,melania80@example.org,+34730953738,"Cañada de Ildefonso Vallés 49, Jaén, 41063",Barcelona,Uruguay,2025-09-28,Premium,,,,,,,,,0.0,,,,,,,,,
757.0,Apolonia,Nogués,marcelino05@example.com,+34710931325,"Pasadizo de Isidoro Lamas 9, Ceuta, 41475",Jaén,Turquía,2025-06-23,Premium,,,,,,,,,0.0,,,,,,,,,
758.0,Duilio,Cabezas,jose-angeladan@example.org,+34922 434 636,"Calle Sebastián Cifuentes 88, Salamanca, 04548",La Rioja,Kenya,2024-01-12,Standard,,,,,,,,,0.0,,,,,,,,,
759.0,Cecilia,Manjón,jose-maria73@example.org,+34 876 33 31 28,"C. de Leandra Castro 753, Málaga, 23969",León,Chad,2024-11-30,Básico,,,,,,,,,0.0,,,,,,,,,
760.0,Juan Bautista,Mas,yguillen@example.net,+34 984 004 501,"Ronda Sofía Cadenas 4, Zamora, 06726",Ciudad,Islandia,2024-06-25,Standard,,,,,,,,,0.0,,,,,,,,,
761.0,Irma,Valentín,norberto81@example.net,+34 827 579 067,"Glorieta Atilio Roselló 88, Huelva, 10072",Cádiz,Ecuador,2024-05-30,Premium,,,,,,,,,0.0,,,,,,,,,
762.0,Áurea,Lobo,ryanez@example.org,+34 820 158 940,"Pasadizo de Abril Morell 84 Piso 0 , Badajoz, 04204",Madrid,Camerún,2024-08-18,Standard,,,,,,,,,0.0,,,,,,,,,
763.0,Cayetana,Gibert,martina29@example.net,+34983 242 315,"Pasadizo Merche Sevilla 19, Lugo, 33486",Jaén,Estados Unidos de América,2023-07-05,Premium,,,,,,,,,0.0,,,,,,,,,
764.0,Abel,Alcaraz,jordanamayoral@example.net,+34717 39 47 14,"Callejón Ciro Canales 88, Burgos, 28120",Soria,México,2023-09-16,Premium,,,,,,,,,0.0,,,,,,,,,
765.0,Alberto,Osuna,gallardomaite@example.net,+34980 84 34 53,"Plaza Calisto Iñiguez 23 Puerta 0 , Álava, 32147",Ceuta,Côte d'Ivoire,2025-05-11,Básico,,,,,,,,,0.0,,,,,,,,,
766.0,Vicente,Mendizábal,lcisneros@example.com,+34 977 284 212,"Rambla Juan Manuel Zamora 43, Ciudad, 12069",Asturias,Georgia,2025-08-12,Standard,,,,,,,,,0.0,,,,,,,,,
767.0,Silvio,Villalobos,ycervantes@example.org,+34 923655220,"Urbanización Clímaco Soriano 53 Piso 4 , León, 33936",Vizcaya,Vanuatu,2024-04-25,Premium,,,,,,,,,0.0,,,,,,,,,
768.0,Gabino,Godoy,montenegroeutropio@example.com,+34 902344234,"Via de Araceli Sanz 68 Piso 8 , Melilla, 47937",Madrid,Irán,2023-08-14,Standard,,,,,,,,,0.0,,,,,,,,,
769.0,Miguela,Domingo,epi@example.net,+34 925 579 473,"Paseo Espiridión Ariño 61, León, 11022",La Coruña,Dinamarca,2024-01-01,Standard,,,,,,,,,0.0,,,,,,,,,
770.0,Adelardo,Arteaga,rosario09@example.org,+34827 055 011,"Rambla Vanesa Silva 48, Zamora, 21914",Cáceres,Tonga,2024-11-29,Premium,,,,,,,,,0.0,,,,,,,,,
771.0,Chus,Cabeza,purificacionneira@example.com,+34649 087 068,"Camino Marta Escolano 83, León, 19315",Ciudad,Cabo Verde,2024-09-13,Standard,,,,,,,,,0.0,,,,,,,,,
772.0,Rosendo,Hernandez,poncecandelaria@example.net,+34826 517 655,"Callejón de Bruno Saldaña 86 Apt. 99 , Burgos, 48198",Pontevedra,Afganistán,2024-11-24,Básico,,,,,,,,,0.0,,,,,,,,,
773.0,Olalla,Merino,rpeinado@example.net,+34 986553595,"C. de Hernando Villa 99 Puerta 0 , Las Palmas, 02580",Málaga,Malta,2025-08-06,Premium,,,,,,,,,0.0,,,,,,,,,
774.0,Norberto,Orozco,sbenitez@example.org,+34 943 155 016,"Cañada Estefanía Falcón 12 Apt. 81 , Valencia, 36774",Soria,Niger,2025-10-26,Básico,,,,,,,,,0.0,,,,,,,,,
775.0,Máximo,Azorin,noemi82@example.net,+34 871 91 36 23,"Callejón de Mariano Morante 592, Burgos, 24480",Almería,Bulgaria,2023-09-12,Standard,,,,,,,,,0.0,,,,,,,,,
776.0,Severiano,Ruano,rosa84@example.org,+34 806 35 26 88,"Calle de Federico Roman 2, Soria, 12111",Valladolid,Botswana,2024-07-08,Standard,,,,,,,,,0.0,,,,,,,,,
777.0,Paz,Villaverde,palaciojenny@example.org,+34 920322751,"Paseo Albano Sola 52, Toledo, 09404",Albacete,República de Moldova,2024-09-24,Premium,,,,,,,,,0.0,,,,,,,,,
778.0,Adela,Mas,deboramontenegro@example.com,+34 944 088 191,"Alameda de Dionisia Reina 63, Toledo, 21124",Asturias,San Marino,2022-11-04,Standard,,,,,,,,,0.0,,,,,,,,,
779.0,Fanny,Luque,paniaguatiburcio@example.com,+34 926754672,"Acceso Jimena Salmerón 23 Apt. 87 , Las Palmas, 17261",Madrid,Italia,2024-04-08,Premium,,,,,,,,,0.0,,,,,,,,,
780.0,Albino,Giner,alcalavenceslas@example.net,+34922 135 703,"Glorieta Amelia Amat 864, Ourense, 01717",Sevilla,España,2023-04-11,Premium,,,,,,,,,0.0,,,,,,,,,
781.0,Maxi,Lara,lpalau@example.com,+34911 41 81 95,"Alameda de África Aguado 3 Piso 8 , Burgos, 34412",Alicante,Serbia,2024-01-27,Básico,,,,,,,,,0.0,,,,,,,,,
782.0,Aníbal,Villalba,zmunoz@example.net,+34 871234176,"Acceso Ruy Alemán 37 Puerta 4 , Soria, 50312",Badajoz,Djibouti,2024-12-03,Básico,,,,,,,,,0.0,,,,,,,,,
783.0,Regina,Sabater,ramona14@example.net,+34680 77 27 12,"Pasaje Inés Andreu 40 Apt. 93 , León, 39425",Soria,Venezuela,2024-08-15,Premium,,,,,,,,,0.0,,,,,,,,,
784.0,Olimpia,Bas,consuelacampoy@example.org,+34 928845302,"Rambla Manuel Bauzà 26, Palencia, 48905",Lugo,Etiopía,2022-12-26,Standard,,,,,,,,,0.0,,,,,,,,,
785.0,Trinidad,Hidalgo,alfredomena@example.com,+34947139094,"C. de Yago Viña 18 Puerta 8 , Ceuta, 43192",Málaga,Fiji,2023-05-15,Premium,,,,,,,,,0.0,,,,,,,,,
786.0,Juan Antonio,Lucas,roberta95@example.org,+34 875 43 56 40,"Cañada Rómulo Carpio 8, Álava, 42484",Las Palmas,Bélgica,2022-12-22,Premium,,,,,,,,,0.0,,,,,,,,,
787.0,Leocadia,Elorza,apolinarmurillo@example.com,+34922 038 292,"Glorieta Domingo García 45 Puerta 1 , Salamanca, 25804",Vizcaya,República Checa,2025-03-16,Standard,,,,,,,,,0.0,,,,,,,,,
788.0,Amancio,Noriega,macariachacon@example.net,+34875 60 00 31,"Pasaje Juan Manuel Gelabert 67, Santa Cruz de Tenerife, 29456",Vizcaya,Uzbekistán,2024-12-29,Standard,,,,,,,,,0.0,,,,,,,,,
789.0,Pablo,Busquets,sabinagarmendia@example.com,+34807 93 31 67,"Urbanización de Zoraida Espinosa 20 Piso 1 , Sevilla, 33716",Barcelona,Líbano,2024-08-27,Standard,,,,,,,,,0.0,,,,,,,,,
790.0,Rosalía,Sierra,veronicaquero@example.net,+34888056588,"C. Carlos Carro 3 Piso 9 , Pontevedra, 05668",Palencia,Etiopía,2024-06-19,Premium,,,,,,,,,0.0,,,,,,,,,
791.0,Soledad,Moll,teo48@example.com,+34978975709,"Avenida de Eutropio Martín 44, Girona, 38502",Tarragona,Túnez,2022-12-06,Standard,,,,,,,,,0.0,,,,,,,,,
792.0,María Luisa,Ojeda,rafael38@example.net,+34983 650 538,"Calle de Zacarías Conde 57 Puerta 7 , Salamanca, 28254",Cáceres,Mauricio,2025-06-10,Premium,,,,,,,,,0.0,,,,,,,,,
793.0,Amaro,Linares,carnerodalila@example.org,+34 911 35 60 60,"Pasaje Plinio Landa 5 Puerta 4 , Murcia, 38694",Álava,Gambia,2024-01-22,Standard,,,,,,,,,0.0,,,,,,,,,
794.0,Paulina,Hervia,ambrosio57@example.net,+34847 268 262,"Acceso de Baudelio Aznar 488 Puerta 7 , Palencia, 43021",Santa Cruz de Tenerife,Botswana,2023-07-27,Básico,,,,,,,,,0.0,,,,,,,,,
795.0,Jose Ramón,Vazquez,mpeiro@example.com,+34927 044 815,"Calle de Rogelio Conde 81 Apt. 09 , Teruel, 25772",Badajoz,Sierra Leona,2025-07-22,Premium,,,,,,,,,0.0,,,,,,,,,
796.0,Sandalio,Contreras,nbonet@example.net,+34807050928,"Vial de Jose Carlos Morera 491, Soria, 42682",Ciudad,Burkina Faso,2025-06-05,Básico,,,,,,,,,0.0,,,,,,,,,
797.0,Otilia,Cerro,julian63@example.org,+34 849 51 60 10,"Via Oriana Alegria 4 Puerta 3 , Barcelona, 45285",Málaga,Guinea,2023-05-04,Básico,,,,,,,,,0.0,,,,,,,,,
798.0,Jose,Prado,obermudez@example.com,+34974 444 160,"Urbanización de Montserrat Jordán 975, Barcelona, 12470",Teruel,Francia,2023-11-01,Premium,,,,,,,,,0.0,,,,,,,,,
799.0,Rufina,Amores,emiranda@example.com,+34 618 271 656,"Plaza Pelayo Quintana 17, Vizcaya, 14190",Cuenca,Tonga,2024-06-30,Básico,,,,,,,,,0.0,,,,,,,,,
800.0,Amelia,Bellido,dolores45@example.net,+34 968 344 735,"Camino de Juanita Larrea 10 Puerta 4 , Ourense, 16615",Toledo,Bangladesh,2024-05-11,Básico,,,,,,,,,0.0,,,,,,,,,
801.0,Clementina,Carmona,jcoca@example.net,+34842 638 324,"C. de Cloe Coronado 45, Granada, 46219",Ceuta,Belice,2025-02-09,Premium,,,,,,,,,0.0,,,,,,,,,
802.0,Plácido,Pagès,imiranda@example.com,+34942 48 69 80,"Ronda de Julieta Ribera 150 Apt. 23 , Almería, 24558",Zamora,Costa Rica,2023-08-08,Premium,,,,,,,,,0.0,,,,,,,,,
803.0,Santos,Atienza,saranino@example.net,+34 822 368 023,"Camino Emperatriz Fajardo 10, Valladolid, 50196",Huesca,Saint Kitts y Nevis,2023-12-03,Standard,,,,,,,,,0.0,,,,,,,,,
